Mod:Item:MetaData, Localized Name
actuallyadditions:item_chest_to_crate_upgrade, Chest To Storage Crate Upgrade
actuallyadditions:item_small_to_medium_crate_upgrade, Small To Medium Storage Crate Upgrade
actuallyadditions:item_medium_to_large_crate_upgrade, Medium To Large Storage Crate Upgrade
actuallyadditions:item_booklet, Actually Additions Manual
actuallyadditions:item_growth_ring:0, Ring of Growth
actuallyadditions:item_growth_ring:0, Ring of Growth
actuallyadditions:item_suction_ring:0, Ring of Magnetizing
actuallyadditions:item_suction_ring:0, Ring of Magnetizing
actuallyadditions:item_water_removal_ring:0, Ring of Liquid Banning
actuallyadditions:item_water_removal_ring:0, Ring of Liquid Banning
actuallyadditions:item_helm_emerald, Emerald Helmet
actuallyadditions:item_chest_emerald, Emerald Chestplate
actuallyadditions:item_pants_emerald, Emerald Pants
actuallyadditions:item_boots_emerald, Emerald Boots
actuallyadditions:item_helm_obsidian, Obsidian Helmet
actuallyadditions:item_chest_obsidian, Obsidian Chestplate
actuallyadditions:item_pants_obsidian, Obsidian Pants
actuallyadditions:item_boots_obsidian, Obsidian Boots
actuallyadditions:item_helm_quartz, Black Quartz Helmet
actuallyadditions:item_chest_quartz, Black Quartz Chestplate
actuallyadditions:item_pants_quartz, Black Quartz Pants
actuallyadditions:item_boots_quartz, Black Quartz Boots
actuallyadditions:item_tele_staff:0, Teleport Staff
actuallyadditions:item_tele_staff:0, Teleport Staff
actuallyadditions:item_wings_of_the_bats, Wings Of The Bats
actuallyadditions:item_drill:0, Drill
actuallyadditions:item_drill:0, Drill
actuallyadditions:item_drill:1, Drill
actuallyadditions:item_drill:1, Drill
actuallyadditions:item_drill:2, Drill
actuallyadditions:item_drill:2, Drill
actuallyadditions:item_drill:3, Drill
actuallyadditions:item_drill:3, Drill
actuallyadditions:item_drill:4, Drill
actuallyadditions:item_drill:4, Drill
actuallyadditions:item_drill:5, Drill
actuallyadditions:item_drill:5, Drill
actuallyadditions:item_drill:6, Drill
actuallyadditions:item_drill:6, Drill
actuallyadditions:item_drill:7, Drill
actuallyadditions:item_drill:7, Drill
actuallyadditions:item_drill:8, Drill
actuallyadditions:item_drill:8, Drill
actuallyadditions:item_drill:9, Drill
actuallyadditions:item_drill:9, Drill
actuallyadditions:item_drill:10, Drill
actuallyadditions:item_drill:10, Drill
actuallyadditions:item_drill:11, Drill
actuallyadditions:item_drill:11, Drill
actuallyadditions:item_drill:12, Drill
actuallyadditions:item_drill:12, Drill
actuallyadditions:item_drill:13, Drill
actuallyadditions:item_drill:13, Drill
actuallyadditions:item_drill:14, Drill
actuallyadditions:item_drill:14, Drill
actuallyadditions:item_drill:15, Drill
actuallyadditions:item_drill:15, Drill
actuallyadditions:item_battery:0, Single Battery
actuallyadditions:item_battery:0, Single Battery
actuallyadditions:item_battery_double:0, Double Battery
actuallyadditions:item_battery_double:0, Double Battery
actuallyadditions:item_battery_triple:0, Triple Battery
actuallyadditions:item_battery_triple:0, Triple Battery
actuallyadditions:item_battery_quadruple:0, Quadruple Battery
actuallyadditions:item_battery_quadruple:0, Quadruple Battery
actuallyadditions:item_battery_quintuple:0, Quintuple Battery
actuallyadditions:item_battery_quintuple:0, Quintuple Battery
actuallyadditions:item_drill_upgrade_speed, Drill Speed Augment I
actuallyadditions:item_drill_upgrade_speed_ii, Drill Speed Augment II
actuallyadditions:item_drill_upgrade_speed_iii, Drill Speed Augment III
actuallyadditions:item_drill_upgrade_silk_touch, Drill Silk Touch Augment
actuallyadditions:item_drill_upgrade_fortune, Drill Fortune Augment I
actuallyadditions:item_drill_upgrade_fortune_ii, Drill Fortune Augment II (Gives Fortune III!)
actuallyadditions:item_drill_upgrade_three_by_three, Drill Mining Augment I
actuallyadditions:item_drill_upgrade_five_by_five, Drill Mining Augment II
actuallyadditions:item_drill_upgrade_block_placing, Drill Block Placing Augment
actuallyadditions:item_fertilizer, Fertilizer
actuallyadditions:item_coffee, Cup with Coffee
actuallyadditions:item_phantom_connector, Phantom Connector
actuallyadditions:item_resonant_rice, Resonant Rice
actuallyadditions:item_food:0, Cheese
actuallyadditions:item_food:1, Pumpkin Stew
actuallyadditions:item_food:2, Carrot Juice
actuallyadditions:item_food:3, Fish 'N' Chips
actuallyadditions:item_food:4, French Fries
actuallyadditions:item_food:5, French Fry
actuallyadditions:item_food:6, Spaghetti
actuallyadditions:item_food:7, Noodle
actuallyadditions:item_food:8, Chocolate Cake
actuallyadditions:item_food:9, Chocolate
actuallyadditions:item_food:10, Toast
actuallyadditions:item_food:11, Submarine Sandwich
actuallyadditions:item_food:12, Big Cookie
actuallyadditions:item_food:13, Hamburger
actuallyadditions:item_food:14, Pizza
actuallyadditions:item_food:15, Baguette
actuallyadditions:item_food:16, Rice
actuallyadditions:item_food:17, Rice Bread
actuallyadditions:item_food:18, Doughnut
actuallyadditions:item_food:19, Toast o' Chocolate
actuallyadditions:item_food:20, Bacon
actuallyadditions:item_jam:0, CuBaRa-Jam
actuallyadditions:item_jam:1, GraKiBa-Jam
actuallyadditions:item_jam:2, PlApLe-Jam
actuallyadditions:item_jam:3, ChApCi-Jam
actuallyadditions:item_jam:4, HoMeKi-Jam
actuallyadditions:item_jam:5, PiCo-Jam
actuallyadditions:item_jam:6, HoMeCo-Jam
actuallyadditions:item_knife, Knife
actuallyadditions:item_crafter_on_a_stick, Crafting Table On A Stick
actuallyadditions:item_dust:0, Crushed Iron
actuallyadditions:item_dust:1, Crushed Gold
actuallyadditions:item_dust:2, Crushed Diamond
actuallyadditions:item_dust:3, Crushed Emerald
actuallyadditions:item_dust:4, Crushed Lapis
actuallyadditions:item_dust:5, Crushed Quartz
actuallyadditions:item_dust:6, Crushed Coal
actuallyadditions:item_dust:7, Crushed Black Quartz
actuallyadditions:item_solidified_experience, Solidified Experience
actuallyadditions:item_leaf_blower, Leaf Blower
actuallyadditions:item_leaf_blower_advanced, Advanced Leaf Blower
actuallyadditions:item_potion_ring:0, Ring of Speed
actuallyadditions:item_potion_ring:0, Ring of Speed
actuallyadditions:item_potion_ring:1, Ring of Haste
actuallyadditions:item_potion_ring:1, Ring of Haste
actuallyadditions:item_potion_ring:2, Ring of Strength
actuallyadditions:item_potion_ring:2, Ring of Strength
actuallyadditions:item_potion_ring:3, Ring of Jump Boost
actuallyadditions:item_potion_ring:3, Ring of Jump Boost
actuallyadditions:item_potion_ring:4, Ring of Regeneration
actuallyadditions:item_potion_ring:4, Ring of Regeneration
actuallyadditions:item_potion_ring:5, Ring of Resistance
actuallyadditions:item_potion_ring:5, Ring of Resistance
actuallyadditions:item_potion_ring:6, Ring of Fire Resistance
actuallyadditions:item_potion_ring:6, Ring of Fire Resistance
actuallyadditions:item_potion_ring:7, Ring of Water Breathing
actuallyadditions:item_potion_ring:7, Ring of Water Breathing
actuallyadditions:item_potion_ring:8, Ring of Invisibility
actuallyadditions:item_potion_ring:8, Ring of Invisibility
actuallyadditions:item_potion_ring:9, Ring of Night Vision
actuallyadditions:item_potion_ring:9, Ring of Night Vision
actuallyadditions:item_potion_ring_advanced:0, Advanced Ring of Speed
actuallyadditions:item_potion_ring_advanced:0, Advanced Ring of Speed
actuallyadditions:item_potion_ring_advanced:1, Advanced Ring of Haste
actuallyadditions:item_potion_ring_advanced:1, Advanced Ring of Haste
actuallyadditions:item_potion_ring_advanced:2, Advanced Ring of Strength
actuallyadditions:item_potion_ring_advanced:2, Advanced Ring of Strength
actuallyadditions:item_potion_ring_advanced:3, Advanced Ring of Jump Boost
actuallyadditions:item_potion_ring_advanced:3, Advanced Ring of Jump Boost
actuallyadditions:item_potion_ring_advanced:4, Advanced Ring of Regeneration
actuallyadditions:item_potion_ring_advanced:4, Advanced Ring of Regeneration
actuallyadditions:item_potion_ring_advanced:5, Advanced Ring of Resistance
actuallyadditions:item_potion_ring_advanced:5, Advanced Ring of Resistance
actuallyadditions:item_potion_ring_advanced:6, Advanced Ring of Fire Resistance
actuallyadditions:item_potion_ring_advanced:6, Advanced Ring of Fire Resistance
actuallyadditions:item_potion_ring_advanced:7, Advanced Ring of Water Breathing
actuallyadditions:item_potion_ring_advanced:7, Advanced Ring of Water Breathing
actuallyadditions:item_potion_ring_advanced:8, Advanced Ring of Invisibility
actuallyadditions:item_potion_ring_advanced:8, Advanced Ring of Invisibility
actuallyadditions:item_potion_ring_advanced:9, Advanced Ring of Night Vision
actuallyadditions:item_potion_ring_advanced:9, Advanced Ring of Night Vision
actuallyadditions:item_hairy_ball, Ball of Fur
actuallyadditions:item_coffee_beans, Coffee Beans
actuallyadditions:item_rice_seed, Rice Seeds
actuallyadditions:item_canola_seed, Canola Seeds
actuallyadditions:item_flax_seed, Flax Seeds
actuallyadditions:item_coffee_seed, Coffee Seeds
actuallyadditions:item_pickaxe_emerald, Emerald Pickaxe
actuallyadditions:item_axe_emerald, Emerald Axe
actuallyadditions:item_shovel_emerald, Emerald Shovel
actuallyadditions:item_sword_emerald, Emerald Sword
actuallyadditions:item_hoe_emerald, Emerald Hoe
actuallyadditions:item_pickaxe_obsidian, Obsidian Pickaxe
actuallyadditions:item_axe_obsidian, Obsidian Axe
actuallyadditions:item_shovel_obsidian, Obsidian Shovel
actuallyadditions:item_sword_obsidian, Obsidian Sword
actuallyadditions:item_hoe_obsidian, Obsidian Hoe
actuallyadditions:item_pickaxe_quartz, Black Quartz Pickaxe
actuallyadditions:item_axe_quartz, Black Quartz Axe
actuallyadditions:item_shovel_quartz, Black Quartz Shovel
actuallyadditions:item_sword_quartz, Black Quartz Sword
actuallyadditions:item_hoe_quartz, Black Quartz Hoe
actuallyadditions:wooden_paxel, Wooden AIOT
actuallyadditions:stone_paxel, Stone AIOT
actuallyadditions:iron_paxel, Iron AIOT
actuallyadditions:gold_paxel, Golden AIOT
actuallyadditions:diamond_paxel, Diamond AIOT
actuallyadditions:emerald_paxel, Emerald AIOT
actuallyadditions:obsidian_paxel, Obsidian AIOT
actuallyadditions:quartz_paxel, Black Quartz AIOT
actuallyadditions:item_pickaxe_crystal_red, Restonia Crystal Pickaxe
actuallyadditions:item_axe_crystal_red, Restonia Crystal Axe
actuallyadditions:item_shovel_crystal_red, Restonia Crystal Shovel
actuallyadditions:item_sword_crystal_red, Restonia Crystal Sword
actuallyadditions:item_hoe_crystal_red, Restonia Crystal Hoe
actuallyadditions:item_helm_crystal_red, Restonia Crystal Helmet
actuallyadditions:item_chest_crystal_red, Restonia Crystal Chestplate
actuallyadditions:item_pants_crystal_red, Restonia Crystal Pants
actuallyadditions:item_boots_crystal_red, Restonia Crystal Boots
actuallyadditions:item_paxel_crystal_red, Restonia Crystal AIOT
actuallyadditions:item_pickaxe_crystal_blue, Palis Crystal Pickaxe
actuallyadditions:item_axe_crystal_blue, Palis Crystal Axe
actuallyadditions:item_shovel_crystal_blue, Palis Crystal Shovel
actuallyadditions:item_sword_crystal_blue, Palis Crystal Sword
actuallyadditions:item_hoe_crystal_blue, Palis Crystal Hoe
actuallyadditions:item_helm_crystal_blue, Palis Crystal Helmet
actuallyadditions:item_chest_crystal_blue, Palis Crystal Chestplate
actuallyadditions:item_pants_crystal_blue, Palis Crystal Pants
actuallyadditions:item_boots_crystal_blue, Palis Crystal Boots
actuallyadditions:item_paxel_crystal_blue, Palis Crystal AIOT
actuallyadditions:item_pickaxe_crystal_light_blue, Diamatine Crystal Pickaxe
actuallyadditions:item_axe_crystal_light_blue, Diamatine Crystal Axe
actuallyadditions:item_shovel_crystal_light_blue, Diamatine Crystal Shovel
actuallyadditions:item_sword_crystal_light_blue, Diamatine Crystal Sword
actuallyadditions:item_hoe_crystal_light_blue, Diamatine Crystal Hoe
actuallyadditions:item_helm_crystal_light_blue, Diamatine Crystal Helmet
actuallyadditions:item_chest_crystal_light_blue, Diamatine Crystal Chestplate
actuallyadditions:item_pants_crystal_light_blue, Diamatine Crystal Pants
actuallyadditions:item_boots_crystal_light_blue, Diamatine Crystal Boots
actuallyadditions:item_paxel_crystal_light_blue, Diamatine Crystal AIOT
actuallyadditions:item_pickaxe_crystal_black, Void Crystal Pickaxe
actuallyadditions:item_axe_crystal_black, Void Crystal Axe
actuallyadditions:item_shovel_crystal_black, Void Crystal Shovel
actuallyadditions:item_sword_crystal_black, Void Crystal Sword
actuallyadditions:item_hoe_crystal_black, Void Crystal Hoe
actuallyadditions:item_helm_crystal_black, Void Crystal Helmet
actuallyadditions:item_chest_crystal_black, Void Crystal Chestplate
actuallyadditions:item_pants_crystal_black, Void Crystal Pants
actuallyadditions:item_boots_crystal_black, Void Crystal Boots
actuallyadditions:item_paxel_crystal_black, Void Crystal AIOT
actuallyadditions:item_pickaxe_crystal_green, Emeradic Crystal Pickaxe
actuallyadditions:item_axe_crystal_green, Emeradic Crystal Axe
actuallyadditions:item_shovel_crystal_green, Emeradic Crystal Shovel
actuallyadditions:item_sword_crystal_green, Emeradic Crystal Sword
actuallyadditions:item_hoe_crystal_green, Emeradic Crystal Hoe
actuallyadditions:item_helm_crystal_green, Emeradic Crystal Helmet
actuallyadditions:item_chest_crystal_green, Emeradic Crystal Chest
actuallyadditions:item_pants_crystal_green, Emeradic Crystal Pants
actuallyadditions:item_boots_crystal_green, Emeradic Crystal Boots
actuallyadditions:item_paxel_crystal_green, Emeradic Crystal AIOT
actuallyadditions:item_pickaxe_crystal_white, Enori Crystal Pickaxe
actuallyadditions:item_axe_crystal_white, Enori Crystal Axe
actuallyadditions:item_shovel_crystal_white, Enori Crystal Shovel
actuallyadditions:item_sword_crystal_white, Enori Crystal Sword
actuallyadditions:item_hoe_crystal_white, Enori Crystal Hoe
actuallyadditions:item_helm_crystal_white, Enori Crystal Helmet
actuallyadditions:item_chest_crystal_white, Enori Crystal Chest
actuallyadditions:item_pants_crystal_white, Enori Crystal Pants
actuallyadditions:item_boots_crystal_white, Enori Crystal Boots
actuallyadditions:item_paxel_crystal_white, Enori Crystal AIOT
valkyrielib:guide, Digital Guide
valkyrielib:modifier_component, Modifier Component
valkyrielib:modifier_speed, Speed Modifier
environmentalmaterials:alabaster:0, White Alabaster
environmentalmaterials:alabaster:1, Orange Alabaster
environmentalmaterials:alabaster:2, Magenta Alabaster
environmentalmaterials:alabaster:3, Light Blue Alabaster
environmentalmaterials:alabaster:4, Yellow Alabaster
environmentalmaterials:alabaster:5, Lime Alabaster
environmentalmaterials:alabaster:6, Pink Alabaster
environmentalmaterials:alabaster:7, Gray Alabaster
environmentalmaterials:alabaster:8, Light Gray Alabaster
environmentalmaterials:alabaster:9, Cyan Alabaster
environmentalmaterials:alabaster:10, Purple Alabaster
environmentalmaterials:alabaster:11, Blue Alabaster
environmentalmaterials:alabaster:12, Brown Alabaster
environmentalmaterials:alabaster:13, Green Alabaster
environmentalmaterials:alabaster:14, Red Alabaster
environmentalmaterials:alabaster:15, Black Alabaster
environmentalmaterials:alabaster_paver:0, White Alabaster Paver
environmentalmaterials:alabaster_paver:1, Orange Alabaster Paver
environmentalmaterials:alabaster_paver:2, Magenta Alabaster Paver
environmentalmaterials:alabaster_paver:3, Light Blue Alabaster Paver
environmentalmaterials:alabaster_paver:4, Yellow Alabaster Paver
environmentalmaterials:alabaster_paver:5, Lime Alabaster Paver
environmentalmaterials:alabaster_paver:6, Pink Alabaster Paver
environmentalmaterials:alabaster_paver:7, Gray Alabaster Paver
environmentalmaterials:alabaster_paver:8, Light Gray Alabaster Paver
environmentalmaterials:alabaster_paver:9, Cyan Alabaster Paver
environmentalmaterials:alabaster_paver:10, Purple Alabaster Paver
environmentalmaterials:alabaster_paver:11, Blue Alabaster Paver
environmentalmaterials:alabaster_paver:12, Brown Alabaster Paver
environmentalmaterials:alabaster_paver:13, Green Alabaster Paver
environmentalmaterials:alabaster_paver:14, Red Alabaster Paver
environmentalmaterials:alabaster_paver:15, Black Alabaster Paver
environmentalmaterials:alabaster_bricks:0, White Alabaster Bricks
environmentalmaterials:alabaster_bricks:1, Orange Alabaster Bricks
environmentalmaterials:alabaster_bricks:2, Magenta Alabaster Bricks
environmentalmaterials:alabaster_bricks:3, Light Blue Alabaster Bricks
environmentalmaterials:alabaster_bricks:4, Yellow Alabaster Bricks
environmentalmaterials:alabaster_bricks:5, Lime Alabaster Bricks
environmentalmaterials:alabaster_bricks:6, Pink Alabaster Bricks
environmentalmaterials:alabaster_bricks:7, Gray Alabaster Bricks
environmentalmaterials:alabaster_bricks:8, Light Gray Alabaster Bricks
environmentalmaterials:alabaster_bricks:9, Cyan Alabaster Bricks
environmentalmaterials:alabaster_bricks:10, Purple Alabaster Bricks
environmentalmaterials:alabaster_bricks:11, Blue Alabaster Bricks
environmentalmaterials:alabaster_bricks:12, Brown Alabaster Bricks
environmentalmaterials:alabaster_bricks:13, Green Alabaster Bricks
environmentalmaterials:alabaster_bricks:14, Red Alabaster Bricks
environmentalmaterials:alabaster_bricks:15, Black Alabaster Bricks
environmentalmaterials:alabaster_tiles:0, White Alabaster Tiles
